id_kabupaten,nama_kabupaten,frekuensi_gempa,depth_mean,mag_max,mag_mean,korban_total,rumah_rusak_total,fasum_rusak_total,cluster_label,risk_score,risk_level,PC1,PC2
IDN.9.17_1,KotaCirebon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0017032857344437438,Rendah,1.1141971613309207,0.011953058692627305
IDN.9.18_1,KotaSukabumi,0.0009119927040583675,0.11747285291214214,0.4929867035492584,0.5706344663303464,0.0,0.0,0.0,1,0.29140905136714823,Sedang,-0.038223579033990096,-0.04205346760742956
IDN.9.19_1,KotaTasikmalaya,0.0027359781121751026,0.05857189865087199,0.4009066604626747,0.4894309457858998,0.0,0.0,0.0,1,0.29140905136714823,Sedang,0.0073278676661250874,-0.1587862400209596
IDN.9.20_1,Kuningan,0.009119927040583675,0.07838104639684107,0.5754799442185992,0.516235297792048,0.0,0.011199353883429802,0.004457364341085271,1,0.29140905136714823,Sedang,-0.0830142693991277,-0.0838197844157268
IDN.9.21_1,Majalengka,0.005927952576379389,0.2085959450224011,0.5896687138943404,0.5760768189120655,0.0,0.054973751514335714,0.030426356589147288,0,0.32713905858471043,Tinggi,-0.028416747999294223,0.0311813630366371
IDN.9.22_1,Purwakarta,0.008663930688554491,0.03226476853535616,0.488788276793439,0.4344837408074805,0.0,0.0006932292367748014,0.010077519379844961,1,0.29140905136714823,Sedang,-0.03086605245791396,-0.18991399135831538
IDN.9.23_1,Subang,0.009575923392612859,0.061439383255770225,0.6989424597969672,0.5372402053254735,0.0,0.0009489837124781262,0.009689922480620155,0,0.32713905858471043,Tinggi,-0.16930330187133824,-0.045793245757692946
IDN.9.24_1,Sukabumi,0.22024623803009574,0.05013703837687698,0.7549662623518056,0.4866935904451423,0.0029730857500521596,0.25137972809261006,0.24031007751937983,0,0.32713905858471043,Tinggi,-0.19688617879798098,-0.1768128904669949
IDN.9.25_1,Sumedang,0.020975832193342453,0.06884415640156229,0.7287070449854562,0.4967452853179245,0.0009388691842269978,0.009106205411226276,0.012015503875968992,0,0.32713905858471043,Tinggi,-0.16068711839945515,-0.06274665469435126
IDN.9.26_1,Tasikmalaya,0.008663930688554491,0.17348158154517587,0.6391564324075217,0.5761042010045515,0.007771750469434592,0.3666442320635348,0.7624031007751938,0,0.32713905858471043,Tinggi,-0.0933439184495467,-0.14864088157679395
IDN.9.27_1,WadukCirata,0.005015959872321021,0.04047384007897334,0.6144194727501565,0.4708468643590141,0.0,0.0,0.0,1,0.29140905136714823,Sedang,-0.10773197223696762,-0.12400700453542168
IDN.10.1_1,Banjarnegara,0.020063839489284085,0.027865027371443956,0.559298181862997,0.4413900893339708,0.0022950135614437724,0.005855431417418226,0.003682170542635659,1,0.29140905136714823,Sedang,-0.07445080160774153,-0.17025974284797452
IDN.10.2_1,Banyumas,0.008207934336525308,0.2109246462652188,0.6291775088418955,0.5117176101124165,5.2159399123722096e-05,0.0016960559967694171,0.0027131782945736434,0,0.32713905858471043,Tinggi,-0.015378927497422423,0.015006914749760458
IDN.10.3_1,Batang,0.005927952576379389,0.049130533829447945,0.44771036856651747,0.4166201692854403,0.0007302315877321093,0.001837393996500202,0.00562015503875969,1,0.29140905136714823,Sedang,0.01114415141070596,-0.20147273644109165
IDN.10.4_1,Blora,0.0031919744642042863,0.17924129177831055,0.6380934805709951,0.5744334659939758,0.0,0.0,0.0,0,0.32713905858471043,Tinggi,-0.07225596379520255,0.039741636470816966
IDN.10.5_1,Boyolali,0.004103967168262654,0.05253921246023911,0.6713312346926231,0.5139619390375817,0.015856457333611518,0.005155471799703863,0.0005813953488372093,0,0.32713905858471043,Tinggi,-0.14980715121724875,-0.07478713734344644
