id_kabupaten,nama_kabupaten,frekuensi_gempa,seismic_density,mag_p95,mag_std,b_value,depth_std,depth_skew,shallow_ratio,event_concentration,centroid_lat,centroid_lon,cluster_label,risk_score,risk_level,PC1,PC2
IDN.8.10_1,TanjungJabungT,0.0010208248264597796,3.894843916150258e-05,0.7902722684323589,0.585804276064167,0.018091091676794107,0.8962194076223895,0.12931217122500824,0.4,0.2,0.5792252101739039,0.7388478086095486,0,0.24442225643687543,Rendah,-0.0755509271189494,-0.2789727814808729
IDN.8.11_1,Tebo,0.0018374846876276032,5.609098043884937e-05,0.8412031231949348,0.6343849024808539,0.026060564418700558,0.19471567210785867,0.20578436730730468,0.7777777777777778,0.1111111111111111,0.5557026158161009,0.7277917340764123,2,0.34662297755864696,Sedang,0.191947376863838,-0.1071602432463111
IDN.9.2_1,Bandung,0.0518579011841568,0.005497702557471074,0.5429006241983825,0.3880585886037946,0.013400836713950356,0.10286916943116814,0.27366861614384175,0.9291338582677166,0.023622047244094488,0.20951254165372657,0.7644896099955716,1,0.35717696212353406,Tinggi,0.1826027889413171,0.012205702613872327
IDN.9.1_1,BandungBarat,0.007758268681094325,0.0011316659745784926,0.6257124446854893,0.5906322810792971,0.01463018916863924,0.08816517150691093,0.22107523199224807,0.8947368421052632,0.05263157894736842,0.22874369067394912,0.7629944957821798,1,0.35717696212353406,Tinggi,0.2420566081454265,-0.04390146572173283
IDN.9.3_1,Banjar,0.0,0.0,0.0,0.0,0.08558343647778685,0.0,0.11997798621653939,0.0,0.0,0.6466201926850496,0.0,0,0.24442225643687543,Rendah,-1.2357137132308715,-0.19214143046418233
IDN.9.4_1,Bekasi,0.0010208248264597796,0.00015026280346321357,0.6976803141098848,0.5814434363973284,0.0276225094022446,0.3709201161183263,0.10119729379662469,0.4,0.2,0.2697016910258631,0.7611187883510446,0,0.24442225643687543,Rendah,-0.09664968688952502,-0.12313132575687524
IDN.9.5_1,Bogor,0.03327888934258881,0.0020737663803359185,0.5739762338904645,0.3928074405241658,0.02388270887692572,0.1261954919207555,0.254781697284844,0.8895705521472392,0.05521472392638037,0.23971844976827722,0.7576345745358964,1,0.35717696212353406,Tinggi,0.155132937461665,0.018962850902543377
IDN.9.6_1,Ciamis,0.0745202123315639,0.005073149999786636,0.7459805680994815,0.46736484600343825,0.014104393857140858,0.10210218688781268,0.2320258991370397,0.8410958904109589,0.00821917808219178,0.12409280588099025,0.7711499555624233,2,0.34662297755864696,Sedang,0.23967577054709377,-0.051308166672706115
IDN.9.7_1,Cianjur,0.2890975908534096,0.014977681767073975,0.6520168408984075,0.5365004845460085,0.008041883893683079,0.0683211885709986,0.2569294749777007,0.9279661016949152,0.012711864406779662,0.19342470392141942,0.7609735381108311,2,0.34662297755864696,Sedang,0.2863531755417079,-0.0632958119058605
IDN.9.8_1,Cimahi,0.0004083299305839118,0.0018425126140390914,0.49802111433215634,0.6629418826710028,0.08558343647778685,0.03407155025553663,0.11997798621653939,1.0,0.5,0.2261734652553058,0.7641963289928654,1,0.35717696212353406,Tinggi,0.22213082838989706,0.3592115109568712
