id_kabupaten,nama_kabupaten,frekuensi_gempa,mag_max,mag_mean,depth_mean,cluster_label,risk_score,risk_level,PC1,PC2
IDN.11.17_1,KotaProbolinggo,0.0,0.0,0.0,0.0,1,0.14613294364826168,Rendah,-0.8581945212779137,0.005407658173843699
IDN.11.18_1,Lamongan,12.0,5.698094134,3.7699395113333334,125.16666666666667,2,0.4079116697611709,Tinggi,0.09447682220936837,-0.055646401625893065
IDN.11.19_1,Lumajang,25.0,4.708341739,2.88593193008,31.4,0,0.32755760277329876,Sedang,-0.10674684135386603,0.012452445148654949
IDN.11.1_1,Bangkalan,14.0,4.732708352,4.022377015571428,476.2142857142857,0,0.32755760277329876,Sedang,0.08798534550964643,-0.308466476053167
IDN.11.20_1,Madiun,28.0,4.18603409,2.95030362925,31.428571428571427,0,0.32755760277329876,Sedang,-0.14818418814426237,-0.019243029648065565
IDN.11.21_1,Magetan,7.0,3.3013264,2.745540947,59.285714285714285,1,0.14613294364826168,Rendah,-0.24812874512098815,-0.0666481348066424
IDN.11.22_1,Malang,930.0,6.273287894,3.752890366721505,35.73548387096774,2,0.4079116697611709,Tinggi,0.1499691302224656,0.14765836520020617
IDN.11.23_1,Mojokerto,4.0,4.582403207,3.37532742525,106.0,0,0.32755760277329876,Sedang,-0.054465419918990565,-0.0739399895342727
IDN.11.24_1,Nganjuk,39.0,4.095326804,2.633171929820513,22.82051282051282,1,0.14613294364826168,Rendah,-0.19176241842122088,0.00668645706130651
IDN.11.25_1,Ngawi,17.0,5.053441668,3.308960165764706,44.88235294117647,0,0.32755760277329876,Sedang,-0.027396405806056734,-0.010645131891052022
IDN.11.26_1,Pacitan,364.0,5.62716379,3.3894325604175823,35.002747252747255,0,0.32755760277329876,Sedang,0.039732188552914494,0.0654316231699825
IDN.11.27_1,Pamekasan,2.0,3.44410767,3.166712039,12.0,1,0.14613294364826168,Rendah,-0.19733819291165322,-0.06793531971476967
IDN.11.28_1,Pasuruan,14.0,4.455640573,2.8353735222142857,46.07142857142857,0,0.32755760277329876,Sedang,-0.1334746833048327,-0.0058953771023733635
