id_kabupaten,nama_kabupaten,luas_wilayah_km2,frekuensi_gempa,mag_max,mag_mean,depth_mean,korban_total,rumah_rusak_total,fasum_rusak_total,cluster_label,risk_score,risk_level,PC1,PC2
IDN.6.2_1,BoneBolango,0.04252885439385184,0.021431828545371637,0.6624008564656948,0.5197590790639433,0.17298617435218147,0.0,0.0,0.0,2,0.17088705183846617,Sedang,0.05640950222627483,0.021804491745348466
IDN.6.3_1,DanauLimboto,0.0004133209281550332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004522821814907283,Rendah,-0.78974426392838,0.05778717374445262
IDN.6.5_1,Gorontalo,0.04764859726075399,0.05699954400364797,0.7167213339706655,0.4450509724698262,0.08283268482490272,0.0,0.0,0.0,2,0.17088705183846617,Sedang,0.02650081130096471,-0.08479444181715688
IDN.6.4_1,GorontaloUtara,0.038073849684515534,0.052895576835385316,0.6269108224418503,0.49554073374543595,0.07371192808265128,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.0029356903195248973,-0.04486856990661335
IDN.6.6_1,KotaGorontalo,0.0012674250708994937,0.002279981760145919,0.6810259636623871,0.561877606124753,0.1369649805447471,0.0,0.0,0.0,2,0.17088705183846617,Sedang,0.08287158045737153,0.006301745511784904
IDN.6.7_1,Pohuwato,0.09762646864723692,0.2384860921112631,0.755048750539324,0.4740929938294209,0.14049073364531178,0.0,0.0,0.0,2,0.17088705183846617,Sedang,0.09891670408890918,-0.10936368627629604
IDN.7.1_1,JakartaBarat,0.0026392113381451497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004522821814907283,Rendah,-0.7893390255889613,0.05772080198890245
IDN.7.2_1,JakartaPusat,0.0008897820614601593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004522821814907283,Rendah,-0.7896575209703298,0.05777296659313603
IDN.7.3_1,JakartaSelatan,0.003093061247138353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004522821814907283,Rendah,-0.7892563991565725,0.05770726906065002
IDN.7.4_1,JakartaTimur,0.003995053533223783,0.00045599635202918376,0.5915805478901766,0.7791371451687455,0.5350194552529183,5.2159399123722096e-05,0.0,0.0005813953488372093,0,0.23411391050829283,Tinggi,0.2489181888279649,0.35039208135321354
IDN.7.5_1,JakartaUtara,0.0029863743966023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004522821814907283,Rendah,-0.7892758222161962,0.05771045025660307
IDN.7.6_1,KepulauanSeribu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004522821814907283,Rendah,-0.7898195117868644,0.057799498176726624
IDN.8.1_1,BatangHari,0.12249970372755736,0.002279981760145919,0.6208711698920912,0.7191901246854383,0.1443579766536965,0.0,0.0,0.0,0,0.23411391050829283,Tinggi,0.1741102511261322,0.06299005029853419
